,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
617,618,17.93,west coast,morning,0.66,0.45,3,2,night owl,curling,6,sophomore
617,618,51.61,west coast,evening,0.87,0.52,3,3,night owl,curling,6,sophomore
617,618,52.33,west coast,noon,1.0,0.73,3,4,night owl,curling,6,sophomore
617,618,48.120000000000005,west coast,noon,1.0,0.62,4,3,night owl,curling,6,sophomore
617,618,31.72,west coast,noon,0.95,0.5,6,2,night owl,curling,6,sophomore
617,618,29.84,west coast,noon,1.0,0.08,5,3,night owl,curling,6,sophomore
617,618,28.15,west coast,noon,0.93,0.04,6,2,night owl,curling,6,sophomore
617,618,25.81,west coast,noon,0.93,0.15,6,3,night owl,curling,6,sophomore
617,618,36.53,west coast,noon,1.0,0.0,5,2,night owl,curling,6,sophomore
617,618,19.29,west coast,noon,1.0,0.0,5,3,night owl,curling,6,sophomore
