,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
568,569,60.620000000000005,west coast,noon,0.81,0.93,5,9,early bird,football,3,senior
568,569,56.32,west coast,noon,1.0,0.93,5,10,early bird,football,3,senior
568,569,71.58,west coast,evening,0.99,1.0,6,10,early bird,football,3,senior
568,569,62.73,west coast,noon,0.77,1.0,6,9,early bird,football,3,senior
568,569,41.54,west coast,noon,0.28,1.0,7,10,early bird,football,3,senior
568,569,32.68,west coast,morning,0.0,1.0,7,12,early bird,football,3,senior
568,569,35.47,west coast,noon,0.06,1.0,6,12,early bird,football,3,senior
568,569,31.0,west coast,noon,0.18,0.92,8,12,early bird,football,3,senior
568,569,30.92,west coast,noon,0.0,0.89,8,12,early bird,football,3,senior
568,569,31.75,west coast,noon,0.01,0.6,9,12,early bird,football,3,senior
