,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
163,164,23.92,east coast,evening,0.39,0.49,5,9,night owl,table tennis,3,sophomore
163,164,34.34,east coast,noon,0.5,0.79,6,9,night owl,table tennis,3,sophomore
163,164,70.62,east coast,noon,0.85,1.0,7,8,night owl,table tennis,3,sophomore
163,164,69.09,east coast,noon,0.85,0.97,8,8,night owl,table tennis,3,sophomore
163,164,63.05,east coast,noon,0.71,0.99,8,9,night owl,table tennis,3,sophomore
163,164,81.19,west coast,noon,1.0,0.98,9,9,night owl,table tennis,3,sophomore
163,164,77.86,west coast,noon,0.98,1.0,9,10,night owl,table tennis,3,sophomore
163,164,70.24,west coast,noon,1.0,0.92,9,9,night owl,table tennis,3,sophomore
163,164,65.97,west coast,noon,0.96,0.88,10,10,night owl,table tennis,3,sophomore
163,164,61.21,west coast,noon,0.91,0.67,9,9,night owl,table tennis,3,sophomore
