,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
731,732,22.37,west coast,morning,0.27,0.16,4,1,night owl,table tennis,4,sophomore
731,732,0.0,west coast,noon,0.27,0.08,3,0,night owl,table tennis,4,sophomore
731,732,0.0,west coast,noon,0.0,0.14,3,0,night owl,table tennis,4,sophomore
731,732,0.0,west coast,noon,0.02,0.0,4,1,night owl,table tennis,4,sophomore
731,732,34.32,west coast,noon,0.07,0.0,4,0,night owl,table tennis,4,sophomore
731,732,0.0,west coast,noon,0.0,0.0,4,1,night owl,table tennis,4,sophomore
731,732,16.82,west coast,evening,0.04,0.0,4,1,night owl,table tennis,4,sophomore
731,732,5.62,west coast,noon,0.21,0.0,4,1,night owl,table tennis,4,sophomore
731,732,20.92,west coast,evening,0.0,0.06,6,1,night owl,table tennis,4,sophomore
731,732,0.0,west coast,morning,0.0,0.18,7,1,night owl,table tennis,4,sophomore
