,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
276,277,22.76,east coast,evening,0.65,0.46,2,2,night owl,curling,7,sophomore
276,277,0.0,east coast,noon,0.26,0.0,1,2,night owl,curling,7,sophomore
276,277,3.22,east coast,noon,0.29,0.0,1,3,night owl,curling,7,sophomore
276,277,0.0,east coast,noon,0.21,0.0,0,3,night owl,curling,7,sophomore
276,277,0.0,east coast,noon,0.0,0.0,0,3,night owl,curling,7,sophomore
276,277,0.0,west coast,evening,0.0,0.19,0,4,night owl,curling,7,sophomore
276,277,63.16,west coast,noon,0.01,0.0,0,5,night owl,curling,7,sophomore
276,277,37.55,west coast,noon,0.12,0.05,2,5,night owl,curling,7,sophomore
276,277,36.32,west coast,morning,0.17,0.2,1,6,night owl,curling,7,sophomore
276,277,10.75,west coast,morning,0.2,0.15,1,7,night owl,curling,7,sophomore
