,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
129,130,36.16,east coast,evening,0.11,0.48,1,2,night owl,curling,6,frosh
129,130,41.81,east coast,noon,0.22,0.0,0,2,night owl,curling,6,frosh
129,130,17.84,east coast,evening,0.0,0.26,0,1,night owl,curling,6,frosh
129,130,21.61,east coast,morning,0.05,0.77,0,0,night owl,curling,6,frosh
129,130,100.0,east coast,noon,0.0,0.03,0,0,night owl,curling,6,frosh
129,130,89.24,west coast,noon,0.0,0.2,0,1,night owl,curling,6,frosh
129,130,5.3,west coast,noon,0.06,0.47,0,2,night owl,curling,6,frosh
129,130,0.0,west coast,noon,0.0,0.37,0,0,night owl,curling,6,frosh
129,130,0.0,west coast,evening,0.0,0.53,0,0,night owl,curling,6,frosh
129,130,4.44,west coast,evening,0.0,0.37,0,0,night owl,curling,6,frosh
