,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
759,760,79.25,west coast,evening,0.95,0.71,10,9,night owl,football,2,senior
759,760,80.39,west coast,noon,0.98,1.0,9,9,night owl,football,2,senior
759,760,78.27,west coast,noon,0.98,1.0,9,9,night owl,football,2,senior
759,760,78.83,west coast,noon,0.91,0.94,10,9,night owl,football,2,senior
759,760,90.96,west coast,evening,0.89,0.99,10,9,night owl,football,2,senior
759,760,84.53,west coast,noon,1.0,1.0,10,11,night owl,football,2,senior
759,760,68.88,west coast,noon,1.0,0.95,10,8,night owl,football,2,senior
759,760,66.65,west coast,morning,1.0,0.88,8,9,night owl,football,2,senior
759,760,79.11,west coast,noon,0.88,1.0,8,9,night owl,football,2,senior
759,760,60.86,west coast,evening,0.29,1.0,8,7,night owl,football,2,senior
