,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
296,297,15.52,west coast,morning,0.11,0.74,1,11,early bird,frisbee,4,sophomore
296,297,47.63,west coast,morning,0.29,0.95,2,11,early bird,frisbee,4,sophomore
296,297,45.65,west coast,noon,0.32,0.98,1,12,early bird,frisbee,4,sophomore
296,297,26.89,west coast,evening,0.0,1.0,4,12,early bird,frisbee,4,sophomore
296,297,34.49,west coast,morning,0.0,1.0,5,11,early bird,frisbee,4,sophomore
296,297,17.29,west coast,noon,0.0,0.9,6,11,early bird,frisbee,4,sophomore
296,297,12.07,west coast,noon,0.0,0.53,6,11,early bird,frisbee,4,sophomore
296,297,25.63,west coast,noon,0.0,0.49,6,10,early bird,frisbee,4,sophomore
296,297,29.44,west coast,morning,0.08,0.35,6,12,early bird,frisbee,4,sophomore
296,297,1.72,west coast,noon,0.01,0.39,6,12,early bird,frisbee,4,sophomore
