,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
587,588,29.46,west coast,noon,0.34,0.45,4,2,early bird,table tennis,3,junior
587,588,20.99,west coast,noon,0.4,0.67,4,2,early bird,table tennis,3,junior
587,588,25.83,west coast,noon,0.0,0.56,2,0,early bird,table tennis,3,junior
587,588,35.65,west coast,noon,0.0,0.15,2,2,early bird,table tennis,3,junior
587,588,0.0,west coast,noon,0.0,0.48,3,2,early bird,table tennis,3,junior
587,588,35.410000000000004,west coast,noon,0.0,0.56,4,2,early bird,table tennis,3,junior
587,588,29.97,west coast,morning,0.0,0.93,3,2,early bird,table tennis,3,junior
587,588,34.35,west coast,noon,0.0,1.0,3,2,early bird,table tennis,3,junior
587,588,31.98,west coast,morning,0.0,1.0,3,3,early bird,table tennis,3,junior
587,588,32.58,west coast,noon,0.0,1.0,3,3,early bird,table tennis,3,junior
