,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
528,529,27.64,west coast,morning,0.55,0.6,5,3,night owl,table tennis,4,junior
528,529,52.6,west coast,noon,1.0,0.41,5,4,night owl,table tennis,4,junior
528,529,57.69,west coast,noon,0.99,0.73,4,5,night owl,table tennis,4,junior
528,529,51.21,west coast,noon,1.0,0.77,4,5,night owl,table tennis,4,junior
528,529,54.03,west coast,evening,1.0,0.6,4,6,night owl,table tennis,4,junior
528,529,59.98,west coast,noon,1.0,0.94,4,5,night owl,table tennis,4,junior
528,529,64.5,west coast,morning,1.0,0.94,4,4,night owl,table tennis,4,junior
528,529,54.44,west coast,noon,0.9,0.85,5,4,night owl,table tennis,4,junior
528,529,53.6,west coast,evening,0.62,0.93,6,6,night owl,table tennis,4,junior
528,529,43.58,west coast,evening,0.51,0.78,6,7,night owl,table tennis,4,junior
