,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
40,41,41.72,east coast,evening,0.89,0.73,3,5,early bird,martial arts,6,sophomore
40,41,39.19,east coast,noon,1.0,0.33,4,6,early bird,martial arts,6,sophomore
40,41,45.09,east coast,evening,0.86,0.31,2,6,early bird,martial arts,6,sophomore
40,41,44.63,east coast,noon,0.91,0.08,2,6,early bird,martial arts,6,sophomore
40,41,31.86,east coast,noon,1.0,0.08,2,6,early bird,martial arts,6,sophomore
40,41,33.42,west coast,noon,1.0,0.0,2,8,early bird,martial arts,6,sophomore
40,41,31.99,west coast,noon,0.97,0.0,2,9,early bird,martial arts,6,sophomore
40,41,31.23,west coast,noon,1.0,0.0,3,10,early bird,martial arts,6,sophomore
40,41,25.97,west coast,noon,1.0,0.14,3,10,early bird,martial arts,6,sophomore
40,41,31.25,west coast,noon,0.88,0.06,2,9,early bird,martial arts,6,sophomore
