,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
53,54,43.86,east coast,noon,0.95,0.33,10,5,night owl,table tennis,5,sophomore
53,54,50.09,east coast,noon,1.0,0.5700000000000001,9,6,night owl,table tennis,5,sophomore
53,54,68.66,east coast,noon,0.97,0.92,10,8,night owl,table tennis,5,sophomore
53,54,56.24,east coast,noon,0.91,0.72,10,9,night owl,table tennis,5,sophomore
53,54,49.7,east coast,noon,0.77,0.6,9,9,night owl,table tennis,5,sophomore
53,54,70.38,west coast,noon,1.0,0.92,9,8,night owl,table tennis,5,sophomore
53,54,57.72,west coast,noon,1.0,0.61,9,9,night owl,table tennis,5,sophomore
53,54,77.04,west coast,morning,1.0,1.0,9,9,night owl,table tennis,5,sophomore
53,54,83.65,west coast,noon,1.0,1.0,10,9,night owl,table tennis,5,sophomore
53,54,80.88,west coast,noon,1.0,1.0,10,9,night owl,table tennis,5,sophomore
