,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
359,360,32.28,west coast,evening,0.46,0.37,3,1,night owl,frisbee,6,frosh
359,360,10.4,west coast,evening,0.34,0.13,3,1,night owl,frisbee,6,frosh
359,360,0.0,west coast,noon,0.0,0.2,0,2,night owl,frisbee,6,frosh
359,360,7.65,west coast,evening,0.0,0.24,0,3,night owl,frisbee,6,frosh
359,360,38.02,west coast,noon,0.01,0.36,0,2,night owl,frisbee,6,frosh
359,360,42.87,west coast,noon,0.13,0.16,1,2,night owl,frisbee,6,frosh
359,360,0.85,west coast,noon,0.0,0.18,1,1,night owl,frisbee,6,frosh
359,360,19.92,west coast,evening,0.03,0.0,4,2,night owl,frisbee,6,frosh
359,360,31.15,west coast,noon,0.34,0.12,4,2,night owl,frisbee,6,frosh
359,360,8.44,west coast,noon,0.26,0.14,4,1,night owl,frisbee,6,frosh
