,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
248,249,52.8,east coast,evening,0.8200000000000001,0.53,9,11,night owl,table tennis,5,frosh
248,249,23.5,east coast,noon,0.43,0.0,7,10,night owl,table tennis,5,frosh
248,249,26.58,east coast,evening,0.43,0.11,9,9,night owl,table tennis,5,frosh
248,249,17.92,east coast,noon,0.18,0.17,9,10,night owl,table tennis,5,frosh
248,249,44.02,east coast,evening,0.56,0.46,10,10,night owl,table tennis,5,frosh
248,249,25.26,west coast,noon,0.23,0.81,8,11,night owl,table tennis,5,frosh
248,249,29.93,west coast,noon,0.0,0.53,8,12,night owl,table tennis,5,frosh
248,249,36.55,west coast,morning,0.04,0.27,8,11,night owl,table tennis,5,frosh
248,249,12.66,west coast,noon,0.0,0.7000000000000001,8,12,night owl,table tennis,5,frosh
248,249,8.32,west coast,noon,0.0,0.49,7,12,night owl,table tennis,5,frosh
