,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
913,914,46.41,west coast,evening,0.26,0.98,1,9,night owl,basketball,3,junior
913,914,53.53,west coast,noon,0.75,0.88,1,9,night owl,basketball,3,junior
913,914,56.35,west coast,noon,0.95,0.88,1,10,night owl,basketball,3,junior
913,914,64.47,west coast,morning,1.0,0.94,2,9,night owl,basketball,3,junior
913,914,67.22,west coast,noon,0.9,0.92,0,8,night owl,basketball,3,junior
913,914,72.66,west coast,noon,1.0,1.0,0,7,night owl,basketball,3,junior
913,914,70.78,west coast,noon,1.0,1.0,0,7,night owl,basketball,3,junior
913,914,73.61,west coast,evening,0.9,0.96,0,7,night owl,basketball,3,junior
913,914,53.84,west coast,noon,1.0,0.65,0,7,night owl,basketball,3,junior
913,914,50.81,west coast,noon,1.0,0.76,0,9,night owl,basketball,3,junior
