,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
583,584,57.24,west coast,noon,0.88,0.74,10,12,early bird,baseball,4,senior
583,584,48.31,west coast,noon,0.79,0.72,8,12,early bird,baseball,4,senior
583,584,59.54,west coast,noon,0.9,0.88,8,11,early bird,baseball,4,senior
583,584,63.38,west coast,noon,0.86,0.92,7,12,early bird,baseball,4,senior
583,584,69.44,west coast,noon,0.88,0.97,7,11,early bird,baseball,4,senior
583,584,48.53,west coast,noon,0.77,0.84,7,12,early bird,baseball,4,senior
583,584,51.57,west coast,morning,0.91,0.76,6,12,early bird,baseball,4,senior
583,584,32.03,west coast,noon,0.96,0.58,5,12,early bird,baseball,4,senior
583,584,43.43,west coast,morning,1.0,0.38,5,12,early bird,baseball,4,senior
583,584,39.29,west coast,noon,0.79,0.36,5,12,early bird,baseball,4,senior
