,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
581,582,62.67,west coast,noon,0.68,0.99,3,6,night owl,basketball,3,junior
581,582,63.1,west coast,noon,0.96,0.92,4,6,night owl,basketball,3,junior
581,582,67.16,west coast,noon,0.9,1.0,4,5,night owl,basketball,3,junior
581,582,71.56,west coast,noon,0.97,0.94,6,6,night owl,basketball,3,junior
581,582,78.22,west coast,noon,0.93,1.0,4,5,night owl,basketball,3,junior
581,582,65.69,west coast,noon,0.95,0.92,3,3,night owl,basketball,3,junior
581,582,57.72,west coast,morning,0.73,1.0,2,1,night owl,basketball,3,junior
581,582,59.26,west coast,noon,1.0,0.96,2,0,night owl,basketball,3,junior
581,582,58.25,west coast,morning,1.0,0.91,4,0,night owl,basketball,3,junior
581,582,67.85,west coast,noon,1.0,1.0,2,0,night owl,basketball,3,junior
