,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
192,193,22.22,east coast,morning,0.58,0.47,7,5,night owl,football,2,senior
192,193,23.25,east coast,noon,0.28,0.26,8,8,night owl,football,2,senior
192,193,38.53,east coast,evening,0.0,0.11,8,7,night owl,football,2,senior
192,193,25.34,east coast,noon,0.0,0.0,8,8,night owl,football,2,senior
192,193,29.62,east coast,noon,0.0,0.06,8,8,night owl,football,2,senior
192,193,28.15,west coast,morning,0.0,0.0,7,7,night owl,football,2,senior
192,193,11.87,west coast,noon,0.0,0.01,7,7,night owl,football,2,senior
192,193,55.27,west coast,noon,0.02,0.0,7,7,night owl,football,2,senior
192,193,33.4,west coast,noon,0.26,0.08,8,7,night owl,football,2,senior
192,193,29.17,west coast,noon,0.67,0.0,6,6,night owl,football,2,senior
