,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
259,260,34.92,east coast,evening,0.2,0.45,3,10,night owl,frisbee,3,junior
259,260,25.91,east coast,noon,0.15,0.72,3,10,night owl,frisbee,3,junior
259,260,46.0,east coast,noon,0.12,0.78,3,8,night owl,frisbee,3,junior
259,260,21.95,east coast,noon,0.19,0.54,2,8,night owl,frisbee,3,junior
259,260,38.6,east coast,morning,0.27,0.93,2,7,night owl,frisbee,3,junior
259,260,76.87,west coast,evening,0.68,1.0,3,7,night owl,frisbee,3,senior
259,260,22.76,west coast,noon,0.13,0.94,1,7,night owl,frisbee,3,senior
259,260,30.49,west coast,noon,0.32,1.0,1,7,night owl,frisbee,3,senior
259,260,34.44,west coast,morning,0.22,0.92,4,5,night owl,frisbee,3,senior
259,260,28.6,west coast,noon,0.06,0.8200000000000001,4,6,night owl,frisbee,3,senior
