,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
260,261,0.0,east coast,morning,0.18,0.64,3,12,night owl,curling,2,senior
260,261,21.18,east coast,noon,0.27,0.5700000000000001,3,12,night owl,curling,2,senior
260,261,33.57,east coast,noon,0.0,1.0,2,12,night owl,curling,2,senior
260,261,0.38,east coast,noon,0.0,0.95,1,12,night owl,curling,2,senior
260,261,12.91,east coast,noon,0.08,0.88,2,10,night owl,curling,2,senior
260,261,25.7,west coast,evening,0.0,0.5700000000000001,1,11,night owl,curling,2,senior
260,261,40.68,west coast,evening,0.05,0.61,0,9,night owl,curling,2,senior
260,261,31.83,west coast,evening,0.17,0.73,3,9,night owl,curling,2,senior
260,261,39.99,west coast,noon,0.3,1.0,2,6,night owl,curling,2,senior
260,261,12.72,west coast,noon,0.32,0.86,3,4,night owl,curling,2,senior
