,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
572,573,22.6,west coast,evening,0.34,0.54,4,4,night owl,curling,4,sophomore
572,573,25.05,west coast,evening,0.59,0.37,4,4,night owl,curling,4,sophomore
572,573,37.52,west coast,noon,0.62,0.84,5,3,night owl,curling,4,sophomore
572,573,33.63,west coast,noon,0.26,1.0,6,3,night owl,curling,4,sophomore
572,573,33.51,west coast,noon,0.0,1.0,7,3,night owl,curling,4,sophomore
572,573,15.18,west coast,morning,0.0,0.84,7,5,night owl,curling,4,sophomore
572,573,36.08,west coast,noon,0.09,0.78,8,5,night owl,curling,4,sophomore
572,573,21.79,west coast,noon,0.02,0.44,9,5,night owl,curling,4,sophomore
572,573,27.28,west coast,noon,0.0,0.0,9,4,night owl,curling,4,sophomore
572,573,20.48,west coast,noon,0.0,0.0,10,3,night owl,curling,4,sophomore
