,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
264,265,18.78,east coast,morning,0.02,0.01,4,1,early bird,gymnastics,1,sophomore
264,265,26.58,east coast,noon,0.0,0.0,5,1,early bird,gymnastics,1,sophomore
264,265,29.11,east coast,noon,0.07,0.03,5,0,early bird,gymnastics,1,sophomore
264,265,0.0,east coast,noon,0.04,0.21,6,0,early bird,gymnastics,1,sophomore
264,265,2.67,east coast,noon,0.0,0.35,6,0,early bird,gymnastics,1,sophomore
264,265,9.26,west coast,evening,0.0,0.0,5,0,early bird,gymnastics,1,sophomore
264,265,0.14,west coast,evening,0.0,0.0,5,0,early bird,gymnastics,1,sophomore
264,265,38.17,west coast,evening,0.06,0.15,4,2,early bird,gymnastics,1,sophomore
264,265,7.34,west coast,noon,0.19,0.1,4,1,early bird,gymnastics,1,sophomore
264,265,0.0,west coast,noon,0.0,0.28,3,1,early bird,gymnastics,1,sophomore
