,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
939,940,24.58,west coast,evening,0.23,0.59,3,3,night owl,football,2,senior
939,940,20.34,west coast,noon,0.0,0.01,3,4,night owl,football,2,senior
939,940,24.62,west coast,noon,0.12,0.0,3,3,night owl,football,2,senior
939,940,0.0,west coast,noon,0.05,0.09,2,6,night owl,football,2,senior
939,940,0.0,west coast,noon,0.07,0.12,2,6,night owl,football,2,senior
939,940,4.53,west coast,noon,0.24,0.39,1,7,night owl,football,2,senior
939,940,14.51,west coast,noon,0.46,0.0,1,7,night owl,football,2,senior
939,940,32.89,west coast,noon,0.45,0.04,1,9,night owl,football,2,senior
939,940,19.89,west coast,noon,0.78,0.0,1,8,night owl,football,2,senior
939,940,23.29,west coast,noon,1.0,0.0,2,7,night owl,football,2,senior
