,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
857,858,30.46,west coast,evening,0.24,0.65,2,8,night owl,curling,4,junior
857,858,19.02,west coast,morning,0.18,1.0,0,9,night owl,curling,4,junior
857,858,30.39,west coast,noon,0.27,1.0,1,11,night owl,curling,4,junior
857,858,20.59,west coast,morning,0.17,0.95,1,10,night owl,curling,4,junior
857,858,39.71,west coast,morning,0.0,1.0,0,8,night owl,curling,4,junior
857,858,25.36,west coast,noon,0.16,0.99,0,9,night owl,curling,4,junior
857,858,2.7,west coast,noon,0.0,0.92,0,10,night owl,curling,4,junior
857,858,11.81,west coast,noon,0.0,0.89,1,10,night owl,curling,4,junior
857,858,0.0,west coast,noon,0.0,0.63,1,8,night owl,curling,4,junior
857,858,15.86,west coast,evening,0.06,0.05,1,8,night owl,curling,4,junior
