,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
101,102,47.44,east coast,morning,0.6900000000000001,0.53,8,4,night owl,martial arts,3,sophomore
101,102,66.21000000000001,east coast,evening,1.0,0.5700000000000001,9,5,night owl,martial arts,3,sophomore
101,102,49.4,east coast,noon,1.0,0.24,8,4,night owl,martial arts,3,sophomore
101,102,49.13,east coast,noon,0.8300000000000001,0.37,8,5,night owl,martial arts,3,sophomore
101,102,79.69,east coast,evening,1.0,0.87,7,8,night owl,martial arts,3,sophomore
101,102,79.38,west coast,noon,1.0,1.0,8,7,night owl,martial arts,3,sophomore
101,102,68.27,west coast,noon,1.0,0.87,8,5,night owl,martial arts,3,sophomore
101,102,67.07000000000001,west coast,noon,0.86,0.94,8,6,night owl,martial arts,3,sophomore
101,102,84.52,west coast,noon,1.0,1.0,7,6,night owl,martial arts,3,sophomore
101,102,69.4,west coast,noon,1.0,0.89,7,7,night owl,martial arts,3,sophomore
