,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
923,924,55.04,west coast,evening,0.85,0.72,9,12,night owl,curling,6,junior
923,924,45.96,west coast,evening,1.0,0.37,9,12,night owl,curling,6,junior
923,924,35.550000000000004,west coast,noon,1.0,0.0,10,11,night owl,curling,6,junior
923,924,29.52,west coast,noon,0.98,0.0,10,12,night owl,curling,6,junior
923,924,32.82,west coast,noon,0.95,0.0,9,11,night owl,curling,6,junior
923,924,33.77,west coast,noon,1.0,0.0,9,11,night owl,curling,6,junior
923,924,36.48,west coast,noon,1.0,0.0,9,11,night owl,curling,6,junior
923,924,37.17,west coast,noon,0.94,0.01,10,11,night owl,curling,6,junior
923,924,55.84,west coast,evening,1.0,0.16,10,10,night owl,curling,6,junior
923,924,25.9,west coast,noon,0.98,0.0,9,10,night owl,curling,6,junior
