,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
421,422,39.21,west coast,evening,0.46,0.13,8,7,night owl,baseball,3,sophomore
421,422,34.54,west coast,noon,0.13,0.17,8,7,night owl,baseball,3,sophomore
421,422,20.91,west coast,noon,0.1,0.84,9,7,night owl,baseball,3,sophomore
421,422,39.19,west coast,noon,0.0,0.67,8,7,night owl,baseball,3,sophomore
421,422,25.0,west coast,noon,0.01,0.0,7,6,night owl,baseball,3,sophomore
421,422,21.55,west coast,evening,0.0,0.0,7,5,night owl,baseball,3,sophomore
421,422,15.41,west coast,evening,0.01,0.0,7,5,night owl,baseball,3,sophomore
421,422,26.14,west coast,noon,0.0,0.02,8,6,night owl,baseball,3,sophomore
421,422,30.63,west coast,morning,0.15,0.06,8,6,night owl,baseball,3,sophomore
421,422,13.55,west coast,noon,0.0,0.2,5,7,night owl,baseball,3,sophomore
