,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
591,592,23.28,west coast,morning,0.99,0.17,10,7,night owl,baseball,8,frosh
591,592,37.71,west coast,noon,1.0,0.24,10,7,night owl,baseball,8,frosh
591,592,51.23,west coast,evening,1.0,0.12,10,8,night owl,baseball,8,frosh
591,592,32.46,west coast,noon,1.0,0.15,9,7,night owl,baseball,8,frosh
591,592,45.02,west coast,morning,0.96,0.28,10,7,night owl,baseball,8,frosh
591,592,32.74,west coast,noon,0.84,0.08,8,7,night owl,baseball,8,frosh
591,592,16.240000000000002,west coast,noon,0.41,0.12,7,7,night owl,baseball,8,frosh
591,592,17.04,west coast,morning,0.38,0.0,9,9,night owl,baseball,8,frosh
591,592,30.44,west coast,noon,0.55,0.06,10,9,night owl,baseball,8,frosh
591,592,49.370000000000005,west coast,noon,0.0,0.12,10,8,night owl,baseball,8,frosh
