,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
961,962,58.05,west coast,evening,0.87,0.78,8,8,night owl,table tennis,4,junior
961,962,69.76,west coast,noon,0.92,1.0,8,7,night owl,table tennis,4,junior
961,962,77.79,west coast,evening,1.0,1.0,8,8,night owl,table tennis,4,junior
961,962,74.17,west coast,noon,1.0,0.89,10,9,night owl,table tennis,4,junior
961,962,54.38,west coast,noon,0.95,0.67,10,9,night owl,table tennis,4,junior
961,962,56.84,west coast,evening,1.0,0.25,10,8,night owl,table tennis,4,junior
961,962,40.76,west coast,noon,0.99,0.1,10,9,night owl,table tennis,4,junior
961,962,42.95,west coast,noon,0.89,0.43,9,9,night owl,table tennis,4,junior
961,962,42.32,west coast,noon,1.0,0.1,9,9,night owl,table tennis,4,junior
961,962,40.44,west coast,noon,0.9,0.0,9,9,night owl,table tennis,4,junior
