,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
525,526,64.81,west coast,morning,0.92,0.92,9,9,night owl,curling,2,senior
525,526,79.95,west coast,noon,0.79,1.0,8,7,night owl,curling,2,senior
525,526,70.39,west coast,noon,0.71,0.99,8,6,night owl,curling,2,senior
525,526,79.52,west coast,noon,1.0,1.0,8,5,night owl,curling,2,senior
525,526,76.08,west coast,evening,0.74,0.95,9,6,night owl,curling,2,senior
525,526,42.88,west coast,noon,0.26,0.96,8,7,night owl,curling,2,senior
525,526,62.61,west coast,morning,0.53,0.92,10,7,night owl,curling,2,senior
525,526,76.4,west coast,noon,0.68,1.0,10,6,night owl,curling,2,senior
525,526,72.04,west coast,evening,0.6900000000000001,0.91,10,6,night owl,curling,2,senior
525,526,89.55,west coast,evening,0.78,1.0,10,7,night owl,curling,2,senior
