,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
76,77,52.65,east coast,evening,0.77,0.34,10,9,night owl,baseball,2,senior
76,77,37.37,east coast,morning,0.72,0.0,9,9,night owl,baseball,2,senior
76,77,29.03,east coast,noon,0.37,0.0,7,8,night owl,baseball,2,senior
76,77,27.52,east coast,evening,0.75,0.0,6,7,night owl,baseball,2,senior
76,77,30.65,east coast,noon,0.87,0.0,7,7,night owl,baseball,2,senior
76,77,27.91,west coast,noon,0.84,0.01,7,8,night owl,baseball,2,senior
76,77,37.01,west coast,noon,1.0,0.0,7,8,night owl,baseball,2,senior
76,77,31.54,west coast,noon,1.0,0.03,6,7,night owl,baseball,2,senior
76,77,34.64,west coast,noon,1.0,0.0,8,7,night owl,baseball,2,senior
76,77,50.9,west coast,noon,0.97,0.02,7,6,night owl,baseball,2,senior
