,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
258,259,35.24,east coast,evening,0.06,0.37,1,1,night owl,martial arts,2,junior
258,259,11.93,east coast,noon,0.04,0.48,0,0,night owl,martial arts,2,junior
258,259,61.48,east coast,noon,0.04,0.51,0,0,night owl,martial arts,2,senior
258,259,22.1,east coast,noon,0.09,0.55,0,1,night owl,martial arts,2,senior
258,259,33.39,east coast,morning,0.07,1.0,0,1,night owl,martial arts,2,senior
258,259,51.120000000000005,west coast,evening,0.5,0.97,0,1,night owl,martial arts,2,senior
258,259,34.57,west coast,noon,0.24,0.92,2,1,night owl,martial arts,2,senior
258,259,28.26,west coast,noon,0.21,0.78,2,1,night owl,martial arts,2,senior
258,259,34.76,west coast,morning,0.0,0.72,4,0,night owl,martial arts,2,senior
258,259,39.79,west coast,noon,0.12,1.0,4,0,night owl,martial arts,2,senior
