,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
48,49,28.15,east coast,evening,0.27,0.86,1,11,night owl,baseball,3,senior
48,49,41.24,east coast,noon,1.0,0.67,1,11,night owl,baseball,3,senior
48,49,43.43,east coast,evening,0.94,0.52,0,12,night owl,baseball,3,senior
48,49,32.87,east coast,noon,1.0,0.3,1,12,night owl,baseball,3,senior
48,49,8.25,east coast,noon,0.92,0.0,1,12,night owl,baseball,3,senior
48,49,16.03,west coast,noon,0.67,0.0,0,11,night owl,baseball,3,senior
48,49,23.01,west coast,noon,0.38,0.0,0,12,night owl,baseball,3,senior
48,49,1.77,west coast,noon,0.19,0.0,0,12,night owl,baseball,3,senior
48,49,7.13,west coast,noon,0.03,0.0,0,12,night owl,baseball,3,senior
48,49,21.1,west coast,noon,0.0,0.0,0,12,night owl,baseball,3,senior
