,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
835,836,47.73,west coast,morning,0.93,0.08,9,5,night owl,curling,8,frosh
835,836,44.48,west coast,noon,0.8200000000000001,0.29,10,3,night owl,curling,8,frosh
835,836,51.8,west coast,noon,1.0,0.37,10,3,night owl,curling,8,sophomore
835,836,58.03,west coast,noon,1.0,0.7000000000000001,10,2,night owl,curling,8,sophomore
835,836,71.36,west coast,noon,1.0,1.0,10,1,night owl,curling,8,sophomore
835,836,68.35000000000001,west coast,noon,1.0,1.0,9,1,night owl,curling,8,sophomore
835,836,72.15,west coast,noon,0.89,1.0,10,0,night owl,curling,8,sophomore
835,836,49.84,west coast,noon,0.56,0.97,10,0,night owl,curling,8,sophomore
835,836,66.28,west coast,noon,0.63,1.0,10,0,night owl,curling,8,sophomore
835,836,74.14,west coast,noon,1.0,1.0,9,1,night owl,curling,8,sophomore
