,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
992,993,44.68,west coast,noon,0.51,0.54,7,1,night owl,table tennis,2,junior
992,993,31.85,west coast,noon,1.0,0.0,8,0,night owl,table tennis,2,junior
992,993,29.36,west coast,noon,1.0,0.15,8,0,night owl,table tennis,2,junior
992,993,25.62,west coast,noon,1.0,0.2,9,0,night owl,table tennis,2,junior
992,993,19.1,west coast,noon,0.8300000000000001,0.01,9,0,night owl,table tennis,2,junior
992,993,25.92,west coast,noon,0.85,0.07,9,0,night owl,table tennis,2,junior
992,993,50.03,west coast,noon,0.47,0.01,10,1,night owl,table tennis,2,junior
992,993,40.02,west coast,noon,0.42,0.06,9,1,night owl,table tennis,2,junior
992,993,38.57,west coast,noon,0.0,0.18,9,0,night owl,table tennis,2,junior
992,993,19.61,west coast,noon,0.0,0.0,8,0,night owl,table tennis,2,junior
