,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
642,643,21.83,west coast,evening,0.41,0.75,3,6,night owl,curling,4,junior
642,643,40.35,west coast,evening,1.0,0.33,2,6,night owl,curling,4,junior
642,643,61.51,west coast,evening,0.96,0.71,2,7,night owl,curling,4,junior
642,643,37.83,west coast,noon,0.89,0.44,0,9,night owl,curling,4,junior
642,643,40.06,west coast,noon,0.76,0.76,0,9,night owl,curling,4,junior
642,643,37.86,west coast,morning,1.0,0.44,1,8,night owl,curling,4,junior
642,643,42.61,west coast,noon,1.0,0.78,1,7,night owl,curling,4,junior
642,643,64.83,west coast,noon,0.97,0.96,2,6,night owl,curling,4,junior
642,643,71.98,west coast,noon,1.0,1.0,4,4,night owl,curling,4,junior
642,643,67.85,west coast,evening,0.89,1.0,5,2,night owl,curling,4,junior
