,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
463,464,57.07,west coast,noon,0.75,0.74,8,9,night owl,basketball,3,junior
463,464,65.04,west coast,noon,0.94,0.74,10,9,night owl,basketball,3,junior
463,464,60.18,west coast,noon,0.85,0.59,10,7,night owl,basketball,3,junior
463,464,56.74,west coast,noon,0.87,0.49,9,7,night owl,basketball,3,junior
463,464,90.16,west coast,noon,1.0,0.97,10,7,night owl,basketball,3,junior
463,464,84.02,west coast,noon,1.0,0.97,10,7,night owl,basketball,3,junior
463,464,84.59,west coast,noon,1.0,1.0,9,6,night owl,basketball,3,junior
463,464,70.34,west coast,noon,1.0,0.85,9,7,night owl,basketball,3,junior
463,464,70.36,west coast,evening,1.0,0.33,10,6,night owl,basketball,3,junior
463,464,52.04,west coast,noon,1.0,0.0,10,6,night owl,basketball,3,junior
