,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
830,831,61.75,west coast,morning,0.85,0.67,10,11,night owl,table tennis,4,sophomore
830,831,50.05,west coast,noon,0.73,0.53,10,11,night owl,table tennis,4,sophomore
830,831,74.38,west coast,noon,0.8200000000000001,0.99,9,12,night owl,table tennis,4,sophomore
830,831,40.42,west coast,noon,0.19,0.91,9,11,night owl,table tennis,4,sophomore
830,831,32.27,west coast,noon,0.03,0.64,8,10,night owl,table tennis,4,sophomore
830,831,18.47,west coast,noon,0.0,0.17,7,10,night owl,table tennis,4,sophomore
830,831,46.76,west coast,noon,0.0,0.04,7,10,night owl,table tennis,4,sophomore
830,831,11.72,west coast,noon,0.1,0.0,5,10,night owl,table tennis,4,sophomore
830,831,36.95,west coast,noon,0.0,0.0,6,10,night owl,table tennis,4,sophomore
830,831,27.41,west coast,noon,0.0,0.0,7,12,night owl,table tennis,4,sophomore
