,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
432,433,23.25,west coast,evening,0.35,0.13,7,7,night owl,table tennis,3,sophomore
432,433,17.18,west coast,evening,0.49,0.0,5,7,night owl,table tennis,3,sophomore
432,433,21.8,west coast,morning,0.6,0.0,3,7,night owl,table tennis,3,sophomore
432,433,19.82,west coast,noon,0.71,0.0,3,8,night owl,table tennis,3,sophomore
432,433,29.41,west coast,noon,0.59,0.09,3,6,night owl,table tennis,3,sophomore
432,433,1.63,west coast,noon,0.0,0.33,3,6,night owl,table tennis,3,sophomore
432,433,36.46,west coast,noon,0.0,0.48,4,5,night owl,table tennis,3,sophomore
432,433,29.99,west coast,evening,0.0,0.79,2,6,night owl,table tennis,3,sophomore
432,433,21.07,west coast,noon,0.0,0.6900000000000001,1,7,night owl,table tennis,3,sophomore
432,433,24.08,west coast,noon,0.0,0.85,2,8,night owl,table tennis,3,sophomore
