,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
484,485,36.48,west coast,evening,0.43,0.01,9,6,night owl,gymnastics,4,sophomore
484,485,7.19,west coast,noon,0.0,0.0,9,6,night owl,gymnastics,4,sophomore
484,485,4.23,west coast,noon,0.09,0.05,7,5,night owl,gymnastics,4,sophomore
484,485,0.0,west coast,noon,0.0,0.0,7,4,night owl,gymnastics,4,sophomore
484,485,31.52,west coast,noon,0.06,0.17,7,4,night owl,gymnastics,4,sophomore
484,485,0.0,west coast,noon,0.0,0.41,8,4,night owl,gymnastics,4,sophomore
484,485,17.330000000000002,west coast,evening,0.04,0.48,9,3,night owl,gymnastics,4,sophomore
484,485,0.0,west coast,noon,0.04,0.35,8,3,night owl,gymnastics,4,sophomore
484,485,22.97,west coast,evening,0.19,0.6,9,2,night owl,gymnastics,4,sophomore
484,485,45.89,west coast,evening,0.19,1.0,10,2,night owl,gymnastics,4,sophomore
