,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
889,890,36.09,west coast,evening,0.51,0.16,7,7,night owl,football,3,junior
889,890,11.82,west coast,noon,0.0,0.0,8,7,night owl,football,3,junior
889,890,20.04,west coast,noon,0.02,0.0,8,6,night owl,football,3,junior
889,890,19.57,west coast,evening,0.0,0.14,7,6,night owl,football,3,junior
889,890,24.87,west coast,noon,0.0,0.04,7,5,night owl,football,3,junior
889,890,4.62,west coast,noon,0.15,0.19,7,2,night owl,football,3,junior
889,890,30.36,west coast,evening,0.0,0.0,9,2,night owl,football,3,junior
889,890,3.36,west coast,noon,0.0,0.0,9,1,night owl,football,3,junior
889,890,11.92,west coast,evening,0.0,0.0,9,0,night owl,football,3,senior
889,890,0.55,west coast,noon,0.0,0.11,7,0,night owl,football,3,senior
