,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
351,352,56.620000000000005,west coast,evening,0.41,0.35,6,6,night owl,table tennis,4,sophomore
351,352,47.46,west coast,evening,0.85,0.35,6,5,night owl,table tennis,4,sophomore
351,352,19.34,west coast,noon,0.5,0.02,6,4,night owl,table tennis,4,sophomore
351,352,28.96,west coast,evening,1.0,0.0,5,6,night owl,table tennis,4,sophomore
351,352,31.46,west coast,noon,1.0,0.03,3,7,night owl,table tennis,4,sophomore
351,352,32.12,west coast,noon,1.0,0.0,2,7,night owl,table tennis,4,sophomore
351,352,42.99,west coast,noon,0.86,0.0,1,6,night owl,table tennis,4,sophomore
351,352,39.65,west coast,evening,1.0,0.15,1,6,night owl,table tennis,4,sophomore
351,352,25.15,west coast,noon,1.0,0.23,1,6,night owl,table tennis,4,sophomore
351,352,30.06,west coast,noon,0.87,0.16,2,5,night owl,table tennis,4,sophomore
