,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
724,725,65.92,west coast,noon,0.98,0.84,10,11,night owl,table tennis,4,senior
724,725,74.83,west coast,noon,0.78,1.0,10,10,night owl,table tennis,4,senior
724,725,72.78,west coast,noon,0.76,1.0,10,11,night owl,table tennis,4,senior
724,725,85.65,west coast,evening,0.92,1.0,9,11,night owl,table tennis,4,senior
724,725,61.6,west coast,noon,1.0,0.93,7,11,night owl,table tennis,4,senior
724,725,67.75,west coast,noon,1.0,1.0,7,12,night owl,table tennis,4,senior
724,725,67.38,west coast,noon,0.96,1.0,8,12,night owl,table tennis,4,senior
724,725,66.65,west coast,morning,0.85,1.0,6,11,night owl,table tennis,4,senior
724,725,69.7,west coast,morning,0.87,1.0,7,9,night owl,table tennis,4,senior
724,725,69.02,west coast,noon,0.91,1.0,7,11,night owl,table tennis,4,senior
