,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
283,284,44.07,west coast,evening,0.98,0.65,5,6,night owl,curling,6,frosh
283,284,44.84,west coast,evening,1.0,0.51,4,4,night owl,curling,6,frosh
283,284,38.76,west coast,evening,0.78,0.0,3,3,night owl,curling,6,frosh
283,284,42.75,west coast,evening,0.77,0.0,5,3,night owl,curling,6,frosh
283,284,43.42,west coast,morning,0.71,0.0,4,3,night owl,curling,6,frosh
283,284,9.32,west coast,noon,1.0,0.05,2,1,night owl,curling,6,frosh
283,284,7.33,west coast,noon,1.0,0.0,1,3,night owl,curling,6,frosh
283,284,5.86,west coast,noon,0.87,0.0,1,5,night owl,curling,6,frosh
283,284,16.43,west coast,noon,0.89,0.0,1,4,night owl,curling,6,frosh
283,284,34.13,west coast,evening,0.92,0.0,2,4,night owl,curling,6,frosh
