,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
575,576,22.38,west coast,evening,0.3,0.11,4,2,night owl,frisbee,3,frosh
575,576,30.21,west coast,evening,0.45,0.0,2,2,night owl,frisbee,3,frosh
575,576,14.98,west coast,noon,0.0,0.02,1,3,night owl,frisbee,3,frosh
575,576,14.57,west coast,noon,0.1,0.0,1,4,night owl,frisbee,3,frosh
575,576,26.74,west coast,noon,0.07,0.0,1,5,night owl,frisbee,3,frosh
575,576,1.23,west coast,morning,0.19,0.0,0,7,night owl,frisbee,3,frosh
575,576,44.74,west coast,noon,0.2,0.07,1,8,night owl,frisbee,3,frosh
575,576,15.25,west coast,noon,0.0,0.11,1,6,night owl,frisbee,3,frosh
575,576,17.78,west coast,noon,0.0,0.31,2,7,night owl,frisbee,3,frosh
575,576,20.62,west coast,noon,0.15,0.02,2,9,night owl,frisbee,3,frosh
