,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
951,952,23.6,west coast,noon,0.56,0.59,5,2,night owl,martial arts,3,senior
951,952,40.51,west coast,noon,0.32,0.34,6,2,night owl,martial arts,3,senior
951,952,27.97,west coast,evening,0.02,0.03,6,2,night owl,martial arts,3,senior
951,952,32.06,west coast,noon,0.25,0.0,7,3,night owl,martial arts,3,senior
951,952,8.57,west coast,noon,0.0,0.01,7,3,night owl,martial arts,3,senior
951,952,12.87,west coast,noon,0.0,0.0,7,2,night owl,martial arts,3,senior
951,952,9.43,west coast,noon,0.02,0.0,7,1,night owl,martial arts,3,senior
951,952,40.79,west coast,noon,0.2,0.27,7,1,night owl,martial arts,3,senior
951,952,40.74,west coast,noon,0.45,0.0,7,2,night owl,martial arts,3,senior
951,952,32.6,west coast,noon,1.0,0.0,8,4,night owl,martial arts,3,senior
