,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
808,809,25.12,west coast,noon,0.51,0.23,3,2,night owl,curling,4,frosh
808,809,9.62,west coast,noon,0.9,0.0,3,3,night owl,curling,4,frosh
808,809,24.08,west coast,evening,0.72,0.08,1,1,night owl,curling,4,frosh
808,809,46.11,west coast,noon,1.0,0.14,0,0,night owl,curling,4,frosh
808,809,14.93,west coast,noon,1.0,0.31,0,0,night owl,curling,4,frosh
808,809,33.03,west coast,noon,0.93,0.34,0,1,night owl,curling,4,frosh
808,809,26.52,west coast,noon,1.0,0.07,0,1,night owl,curling,4,frosh
808,809,15.73,west coast,noon,1.0,0.0,0,0,night owl,curling,4,frosh
808,809,31.06,west coast,noon,1.0,0.0,0,0,night owl,curling,4,frosh
808,809,18.29,west coast,noon,0.99,0.0,1,0,night owl,curling,4,frosh
