,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
330,331,52.7,west coast,noon,0.85,0.3,10,12,night owl,gymnastics,3,sophomore
330,331,69.53,west coast,evening,0.72,0.88,10,12,night owl,gymnastics,3,sophomore
330,331,42.29,west coast,morning,0.39,0.8200000000000001,10,11,night owl,gymnastics,3,sophomore
330,331,65.37,west coast,noon,0.58,1.0,8,12,night owl,gymnastics,3,sophomore
330,331,35.74,west coast,noon,0.0,1.0,8,12,night owl,gymnastics,3,sophomore
330,331,29.16,west coast,noon,0.0,1.0,10,12,night owl,gymnastics,3,sophomore
330,331,24.4,west coast,noon,0.0,0.91,8,12,night owl,gymnastics,3,junior
330,331,11.8,west coast,noon,0.11,0.73,8,12,night owl,gymnastics,3,junior
330,331,26.69,west coast,noon,0.0,0.98,8,12,night owl,gymnastics,3,junior
330,331,24.38,west coast,noon,0.12,0.79,8,11,night owl,gymnastics,3,junior
