,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
638,639,23.8,west coast,noon,0.23,0.14,3,3,early bird,curling,4,sophomore
638,639,48.65,west coast,morning,0.49,0.0,2,4,early bird,curling,4,sophomore
638,639,39.14,west coast,noon,0.56,0.0,2,4,early bird,curling,4,sophomore
638,639,35.51,west coast,morning,0.75,0.0,3,3,early bird,curling,4,sophomore
638,639,15.78,west coast,evening,0.94,0.2,3,4,early bird,curling,4,sophomore
638,639,41.57,west coast,evening,1.0,0.04,5,4,early bird,curling,4,sophomore
638,639,28.3,west coast,evening,1.0,0.0,5,6,early bird,curling,4,sophomore
638,639,23.51,west coast,noon,1.0,0.0,4,7,early bird,curling,4,junior
638,639,20.41,west coast,evening,0.8200000000000001,0.11,5,7,early bird,curling,4,junior
638,639,29.14,west coast,noon,0.8300000000000001,0.36,5,7,early bird,curling,4,junior
