,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
683,684,22.91,west coast,evening,0.26,0.59,2,11,night owl,baseball,4,junior
683,684,18.01,west coast,noon,0.44,0.0,3,11,night owl,baseball,4,junior
683,684,25.18,west coast,noon,1.0,0.0,2,10,night owl,baseball,4,junior
683,684,16.67,west coast,morning,1.0,0.0,2,9,night owl,baseball,4,junior
683,684,23.94,west coast,noon,1.0,0.15,3,9,night owl,baseball,4,junior
683,684,26.56,west coast,noon,0.88,0.0,4,10,night owl,baseball,4,junior
683,684,19.81,west coast,noon,1.0,0.06,5,10,night owl,baseball,4,junior
683,684,33.74,west coast,morning,0.94,0.0,5,8,night owl,baseball,4,junior
683,684,26.56,west coast,noon,0.96,0.0,5,7,night owl,baseball,4,junior
683,684,34.980000000000004,west coast,noon,0.93,0.0,4,7,night owl,baseball,4,junior
