,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
556,557,44.72,west coast,evening,0.64,0.78,2,10,night owl,martial arts,5,sophomore
556,557,56.25,west coast,noon,0.85,0.96,2,12,night owl,martial arts,5,sophomore
556,557,63.620000000000005,west coast,noon,0.8,1.0,2,12,night owl,martial arts,5,sophomore
556,557,54.86,west coast,noon,0.76,0.87,2,11,night owl,martial arts,5,sophomore
556,557,34.26,west coast,noon,0.5,0.66,3,11,night owl,martial arts,5,sophomore
556,557,19.78,west coast,morning,0.14,0.49,2,10,night owl,martial arts,5,sophomore
556,557,43.32,west coast,noon,0.16,0.6,2,10,night owl,martial arts,5,sophomore
556,557,22.74,west coast,evening,0.02,0.51,2,11,night owl,martial arts,5,sophomore
556,557,27.59,west coast,noon,0.0,0.33,3,12,night owl,martial arts,5,sophomore
556,557,33.68,west coast,noon,0.03,0.14,3,12,night owl,martial arts,5,sophomore
