,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
271,272,19.7,east coast,evening,0.0,0.74,0,2,night owl,basketball,3,sophomore
271,272,22.74,east coast,noon,0.11,0.62,2,2,night owl,basketball,3,sophomore
271,272,25.32,east coast,noon,0.0,0.07,1,3,night owl,basketball,3,sophomore
271,272,16.75,east coast,noon,0.02,0.09,1,3,night owl,basketball,3,sophomore
271,272,21.64,east coast,noon,0.0,0.02,0,3,night owl,basketball,3,sophomore
271,272,12.99,west coast,evening,0.05,0.05,0,3,night owl,basketball,3,sophomore
271,272,24.17,west coast,noon,0.0,0.0,1,4,night owl,basketball,3,sophomore
271,272,33.45,west coast,noon,0.0,0.13,0,5,night owl,basketball,3,sophomore
271,272,13.39,west coast,morning,0.01,0.0,1,6,night owl,basketball,3,sophomore
271,272,17.85,west coast,morning,0.17,0.15,2,7,night owl,basketball,3,sophomore
