,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
230,231,58.34,east coast,noon,0.8300000000000001,0.93,7,6,night owl,table tennis,3,senior
230,231,64.42,east coast,evening,0.84,0.81,6,6,night owl,table tennis,3,senior
230,231,54.81,east coast,evening,0.84,0.75,5,8,night owl,table tennis,3,senior
230,231,54.120000000000005,east coast,noon,0.85,0.63,5,9,night owl,table tennis,3,senior
230,231,50.370000000000005,east coast,noon,1.0,0.8200000000000001,4,8,night owl,table tennis,3,senior
230,231,44.79,west coast,noon,0.9,0.4,4,9,night owl,table tennis,3,senior
230,231,37.35,west coast,noon,0.79,0.66,5,10,night owl,table tennis,3,senior
230,231,40.17,west coast,noon,1.0,0.41,6,10,night owl,table tennis,3,senior
230,231,27.7,west coast,noon,1.0,0.12,6,11,night owl,table tennis,3,senior
230,231,42.35,west coast,evening,0.85,0.19,5,11,night owl,table tennis,3,senior
