,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
472,473,60.97,west coast,morning,0.91,0.94,8,11,night owl,table tennis,5,junior
472,473,64.26,west coast,morning,0.72,1.0,9,12,night owl,table tennis,5,junior
472,473,54.17,west coast,noon,0.88,0.89,9,12,night owl,table tennis,5,senior
472,473,66.88,west coast,evening,0.99,0.86,10,12,night owl,table tennis,5,senior
472,473,71.22,west coast,evening,1.0,0.76,10,10,night owl,table tennis,5,senior
472,473,50.48,west coast,noon,0.95,0.43,10,10,night owl,table tennis,5,senior
472,473,32.58,west coast,noon,0.85,0.23,10,10,night owl,table tennis,5,senior
472,473,35.74,west coast,noon,0.78,0.26,10,9,night owl,table tennis,5,senior
472,473,42.84,west coast,evening,1.0,0.0,10,9,night owl,table tennis,5,senior
472,473,41.45,west coast,noon,1.0,0.0,9,10,night owl,table tennis,5,senior
