,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
868,869,44.46,west coast,evening,0.64,0.86,6,12,early bird,table tennis,3,junior
868,869,48.68,west coast,morning,0.54,0.89,5,12,early bird,table tennis,3,junior
868,869,10.68,west coast,noon,0.38,0.6900000000000001,6,12,early bird,table tennis,3,junior
868,869,32.99,west coast,evening,0.81,0.44,6,11,early bird,table tennis,3,junior
868,869,40.85,west coast,noon,1.0,0.24,7,11,early bird,table tennis,3,junior
868,869,17.36,west coast,noon,1.0,0.0,6,12,early bird,table tennis,3,junior
868,869,24.96,west coast,noon,1.0,0.0,8,11,early bird,table tennis,3,junior
868,869,35.25,west coast,noon,0.85,0.04,8,12,early bird,table tennis,3,junior
868,869,45.42,west coast,morning,0.63,0.0,8,12,early bird,table tennis,3,junior
868,869,25.13,west coast,evening,0.71,0.0,8,12,early bird,table tennis,3,junior
