,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
34,35,22.2,east coast,noon,0.01,0.3,0,0,night owl,martial arts,4,frosh
34,35,10.74,east coast,noon,0.04,0.55,0,1,night owl,martial arts,4,frosh
34,35,15.98,east coast,noon,0.07,0.48,0,0,night owl,martial arts,4,frosh
34,35,19.24,east coast,evening,0.02,0.55,0,1,night owl,martial arts,4,frosh
34,35,27.35,east coast,noon,0.0,0.43,0,0,night owl,martial arts,4,frosh
34,35,40.15,west coast,evening,0.06,1.0,0,0,night owl,martial arts,4,frosh
34,35,24.08,west coast,morning,0.0,0.98,1,0,night owl,martial arts,4,frosh
34,35,5.11,west coast,noon,0.1,0.78,2,0,night owl,martial arts,4,frosh
34,35,33.29,west coast,evening,0.07,0.41,2,0,night owl,martial arts,4,frosh
34,35,36.98,west coast,evening,0.19,1.0,0,0,night owl,martial arts,4,frosh
