,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
35,36,60.65,east coast,noon,0.89,0.77,8,11,early bird,table tennis,5,junior
35,36,58.41,east coast,noon,0.95,0.94,7,11,early bird,table tennis,5,junior
35,36,64.05,east coast,noon,1.0,0.94,5,12,early bird,table tennis,5,junior
35,36,63.14,east coast,evening,1.0,1.0,6,12,early bird,table tennis,5,junior
35,36,54.35,east coast,noon,1.0,0.88,6,12,early bird,table tennis,5,junior
35,36,69.63,west coast,evening,1.0,1.0,6,12,early bird,table tennis,5,junior
35,36,78.06,west coast,morning,1.0,1.0,4,10,early bird,table tennis,5,junior
35,36,66.66,west coast,noon,1.0,1.0,3,11,early bird,table tennis,5,junior
35,36,54.72,west coast,evening,0.87,0.98,3,11,early bird,table tennis,5,junior
35,36,58.66,west coast,evening,1.0,0.98,3,12,early bird,table tennis,5,junior
