,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
140,141,8.17,east coast,evening,0.05,0.46,0,6,night owl,football,3,junior
140,141,0.0,east coast,noon,0.01,0.65,0,7,night owl,football,3,junior
140,141,25.93,east coast,evening,0.0,0.79,1,7,night owl,football,3,junior
140,141,28.39,east coast,noon,0.0,1.0,0,6,night owl,football,3,junior
140,141,8.22,east coast,noon,0.0,0.92,0,5,night owl,football,3,junior
140,141,1.31,west coast,noon,0.13,0.89,0,4,night owl,football,3,junior
140,141,0.0,west coast,morning,0.19,0.65,1,4,night owl,football,3,junior
140,141,28.66,west coast,noon,0.0,0.0,1,3,night owl,football,3,junior
140,141,19.58,west coast,morning,0.14,0.08,3,3,night owl,football,3,junior
140,141,34.0,west coast,noon,0.16,0.04,3,4,night owl,football,3,junior
