,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
256,257,18.53,east coast,evening,0.24,0.86,0,0,night owl,frisbee,3,senior
256,257,41.86,east coast,noon,0.47,1.0,0,0,night owl,frisbee,3,senior
256,257,47.0,east coast,noon,0.48,0.87,1,2,night owl,frisbee,3,senior
256,257,26.25,east coast,noon,0.19,1.0,2,1,night owl,frisbee,3,senior
256,257,35.230000000000004,east coast,morning,0.02,0.92,0,1,night owl,frisbee,3,senior
256,257,46.02,west coast,evening,0.0,0.61,0,0,night owl,frisbee,3,senior
256,257,33.79,west coast,noon,0.16,1.0,3,1,night owl,frisbee,3,senior
256,257,22.62,west coast,noon,0.04,1.0,4,0,night owl,frisbee,3,senior
256,257,21.91,west coast,morning,0.19,0.92,5,0,night owl,frisbee,3,senior
256,257,33.980000000000004,west coast,noon,0.11,0.8300000000000001,5,0,night owl,frisbee,3,senior
