,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
647,648,62.09,west coast,evening,0.93,0.84,7,6,night owl,frisbee,5,sophomore
647,648,69.81,west coast,evening,1.0,0.92,7,5,night owl,frisbee,5,sophomore
647,648,86.39,west coast,evening,1.0,1.0,5,5,night owl,frisbee,5,sophomore
647,648,74.33,west coast,noon,1.0,1.0,5,5,night owl,frisbee,5,sophomore
647,648,68.82000000000001,west coast,noon,0.89,0.98,5,5,night owl,frisbee,5,sophomore
647,648,55.3,west coast,morning,1.0,0.87,3,5,night owl,frisbee,5,sophomore
647,648,69.58,west coast,noon,0.93,1.0,3,6,night owl,frisbee,5,sophomore
647,648,73.54,west coast,noon,1.0,0.98,4,6,night owl,frisbee,5,sophomore
647,648,75.73,west coast,noon,0.96,1.0,4,5,night owl,frisbee,5,sophomore
647,648,79.44,west coast,evening,1.0,1.0,4,4,night owl,frisbee,5,sophomore
