,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
295,296,27.92,west coast,morning,0.43,0.8200000000000001,3,8,night owl,martial arts,4,junior
295,296,35.02,west coast,morning,0.19,0.8200000000000001,1,8,night owl,martial arts,4,junior
295,296,31.34,west coast,noon,0.43,0.64,1,8,night owl,martial arts,4,junior
295,296,39.39,west coast,evening,0.66,0.31,0,8,night owl,martial arts,4,junior
295,296,30.03,west coast,morning,0.58,0.46,0,7,night owl,martial arts,4,junior
295,296,37.08,west coast,noon,0.89,0.18,1,7,night owl,martial arts,4,junior
295,296,24.14,west coast,noon,0.56,0.25,3,7,night owl,martial arts,4,junior
295,296,27.31,west coast,noon,0.46,0.11,4,7,night owl,martial arts,4,junior
295,296,19.15,west coast,morning,0.42,0.0,4,7,night owl,martial arts,4,junior
295,296,23.61,west coast,noon,0.1,0.0,4,8,night owl,martial arts,4,junior
