,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
673,674,51.38,west coast,evening,0.52,0.17,4,0,early bird,martial arts,3,frosh
673,674,44.76,west coast,noon,0.8300000000000001,0.43,4,0,early bird,martial arts,3,frosh
673,674,34.92,west coast,evening,0.6,0.51,4,1,early bird,martial arts,3,frosh
673,674,21.52,west coast,noon,0.42,0.0,4,1,early bird,martial arts,3,frosh
673,674,11.64,west coast,noon,0.68,0.0,2,1,early bird,martial arts,3,frosh
673,674,21.63,west coast,noon,0.48,0.0,3,0,early bird,martial arts,3,frosh
673,674,13.23,west coast,noon,0.0,0.0,2,1,early bird,martial arts,3,frosh
673,674,17.05,west coast,evening,0.0,0.07,2,2,early bird,martial arts,3,frosh
673,674,4.34,west coast,noon,0.01,0.0,1,2,early bird,martial arts,3,frosh
673,674,0.0,west coast,noon,0.12,0.0,1,4,early bird,martial arts,3,frosh
