,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
833,834,62.34,west coast,morning,0.8200000000000001,0.92,2,2,night owl,basketball,6,sophomore
833,834,51.68,west coast,noon,0.97,0.87,3,1,night owl,basketball,6,sophomore
833,834,44.89,west coast,noon,1.0,0.52,5,3,night owl,basketball,6,sophomore
833,834,65.03,west coast,noon,1.0,0.94,6,5,night owl,basketball,6,sophomore
833,834,52.99,west coast,noon,0.87,0.8200000000000001,6,6,night owl,basketball,6,sophomore
833,834,40.71,west coast,noon,0.97,0.61,4,7,night owl,basketball,6,sophomore
833,834,73.47,west coast,noon,1.0,1.0,5,7,night owl,basketball,6,sophomore
833,834,63.77,west coast,noon,1.0,0.87,3,6,night owl,basketball,6,sophomore
833,834,56.370000000000005,west coast,noon,1.0,0.71,4,5,night owl,basketball,6,sophomore
833,834,46.16,west coast,noon,0.92,0.71,4,4,night owl,basketball,6,sophomore
