,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
515,516,48.68,west coast,morning,0.31,0.9,1,6,early bird,football,3,senior
515,516,55.120000000000005,west coast,noon,0.84,0.78,2,6,early bird,football,3,senior
515,516,36.64,west coast,noon,1.0,0.19,2,4,early bird,football,3,senior
515,516,35.9,west coast,noon,0.9,0.49,1,2,early bird,football,3,senior
515,516,32.88,west coast,noon,1.0,0.43,0,3,early bird,football,3,senior
515,516,36.41,west coast,noon,0.95,0.27,0,5,early bird,football,3,senior
515,516,29.97,west coast,morning,0.88,0.0,1,6,early bird,football,3,senior
515,516,32.0,west coast,noon,0.91,0.07,1,8,early bird,football,3,senior
515,516,27.23,west coast,noon,0.9,0.18,1,8,early bird,football,3,senior
515,516,39.51,west coast,evening,0.8200000000000001,0.67,0,8,early bird,football,3,senior
